area,area_code,proc_code,proc,comm_code,source_code,source,item_code,item,tcf
Croatia,98,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Croatia,98,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Croatia,98,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.69
Iceland,99,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Iceland,99,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Iceland,99,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Iceland,99,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Iceland,99,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Iceland,99,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Iceland,99,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Iceland,99,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Iceland,99,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
India,100,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
India,100,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
India,100,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
India,100,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.092
India,100,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
India,100,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
India,100,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
India,100,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
India,100,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Indonesia,101,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Indonesia,101,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Indonesia,101,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Indonesia,101,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.076
Indonesia,101,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Indonesia,101,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Indonesia,101,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.055
Indonesia,101,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Indonesia,101,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Iran (Islamic Republic of),102,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Iran (Islamic Republic of),102,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Iran (Islamic Republic of),102,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.1
Iran (Islamic Republic of),102,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Iran (Islamic Republic of),102,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Iran (Islamic Republic of),102,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.13
Iran (Islamic Republic of),102,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Iran (Islamic Republic of),102,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Iran (Islamic Republic of),102,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Iraq,103,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Iraq,103,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.13
Iraq,103,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Iraq,103,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Iraq,103,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Iraq,103,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.098
Iraq,103,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Iraq,103,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Iraq,103,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Ireland,104,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Ireland,104,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Ireland,104,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Ireland,104,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Ireland,104,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Ireland,104,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Ireland,104,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Ireland,104,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Ireland,104,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.17
Israel,105,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Israel,105,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Israel,105,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Israel,105,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Israel,105,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Israel,105,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Israel,105,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Israel,105,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Israel,105,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.95
Italy,106,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.13
Italy,106,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Italy,106,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Italy,106,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Italy,106,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Italy,106,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Italy,106,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.74
Italy,106,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Italy,106,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Côte d'Ivoire,107,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Côte d'Ivoire,107,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Côte d'Ivoire,107,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Côte d'Ivoire,107,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Côte d'Ivoire,107,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.1
Côte d'Ivoire,107,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Côte d'Ivoire,107,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Côte d'Ivoire,107,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Côte d'Ivoire,107,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Kazakhstan,108,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Kazakhstan,108,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.15
Kazakhstan,108,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Kazakhstan,108,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Kazakhstan,108,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Kazakhstan,108,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Kazakhstan,108,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.84
Kazakhstan,108,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Kazakhstan,108,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Jamaica,109,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Jamaica,109,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Jamaica,109,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Jamaica,109,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.092
Jamaica,109,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Jamaica,109,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Jamaica,109,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Jamaica,109,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Jamaica,109,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Japan,110,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.12
Japan,110,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Japan,110,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.1
Japan,110,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Japan,110,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Japan,110,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.17
Japan,110,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Japan,110,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Japan,110,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Johnston Island,111,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Johnston Island,111,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Johnston Island,111,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Johnston Island,111,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Johnston Island,111,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Johnston Island,111,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Johnston Island,111,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Johnston Island,111,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Johnston Island,111,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Jordan,112,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Jordan,112,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Jordan,112,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Jordan,112,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Jordan,112,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Jordan,112,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.95
Jordan,112,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Jordan,112,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Jordan,112,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Kyrgyzstan,113,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Kyrgyzstan,113,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Kyrgyzstan,113,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Kyrgyzstan,113,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.67
Kyrgyzstan,113,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Kyrgyzstan,113,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Kyrgyzstan,113,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Kyrgyzstan,113,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Kyrgyzstan,113,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Kenya,114,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.1
Kenya,114,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Kenya,114,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Kenya,114,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Kenya,114,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Kenya,114,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Kenya,114,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Kenya,114,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.1
Kenya,114,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Cambodia,115,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Cambodia,115,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Cambodia,115,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Cambodia,115,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.1
Cambodia,115,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Cambodia,115,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Cambodia,115,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Cambodia,115,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Cambodia,115,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Democratic People's Republic of Korea,116,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Democratic People's Republic of Korea,116,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Democratic People's Republic of Korea,116,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Democratic People's Republic of Korea,116,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Democratic People's Republic of Korea,116,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Democratic People's Republic of Korea,116,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Democratic People's Republic of Korea,116,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Democratic People's Republic of Korea,116,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Democratic People's Republic of Korea,116,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Republic of Korea,117,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Republic of Korea,117,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Republic of Korea,117,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Republic of Korea,117,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Republic of Korea,117,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Republic of Korea,117,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Republic of Korea,117,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Republic of Korea,117,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Republic of Korea,117,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
